Country,Sct,Commodity,Description,Formula / Source,Currency / Unit,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
Costa Rica,I.  Level of production   ,Sugar,,MPS table,000 tons,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,336.23,357.66,381.67,381.67,349.74,353.42,361.10,360.08,411.76,395.62,376.02,338.17,425.11,374.06,378.08,388.41,355.49,416.60,458.75,451.78,443.65,443.65,432.47,430.78,459.81,459.81
Costa Rica,II.  Value of production (at farm gate)  ,Sugar,,MPS table,CRC mn,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"16,414.31","19,185.69","22,318.15","23,510.05","25,492.13","24,373.58","27,979.37","30,499.24","34,432.15","40,180.38","42,611.37","51,106.76","52,155.27","46,404.24","56,772.45","64,507.11","72,104.97","121,240.08","134,992.14","135,400.35","128,935.48","124,626.07","126,449.41","129,070.23","131,791.47","129,624.23"
Costa Rica,III. Producer Single Commodity Transfers,Sugar,"Includes Sugar specific programmes in A, B, C and D",A+B+C+D,CRC mn,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"5,868.08","2,490.52",23.84,"5,130.78",0.00,"8,913.63","8,095.07","8,858.08",0.00,0.00,0.00,0.00,0.00,"7,367.74","32,133.85","33,228.12","42,547.15","40,768.77","14,127.99","31,825.52","43,212.46","31,217.34"
Costa Rica,A.  Support based on commodity outputs,Sugar,,A1+A2,CRC mn,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"5,868.08","2,490.52",23.84,"5,130.78",0.00,"8,913.63","8,095.07","8,858.08",0.00,0.00,0.00,0.00,0.00,"7,367.74","32,133.85","33,228.12","42,547.15","40,768.77","14,127.99","31,825.52","43,212.46","31,217.34"
Costa Rica,               A1.  Market Price Support  ,Sugar,MPS for Sugar,TOTAL table,CRC mn,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"5,868.08","2,490.52",23.84,"5,130.78",0.00,"8,913.63","8,095.07","8,858.08",0.00,0.00,0.00,0.00,0.00,"7,367.74","32,133.85","33,228.12","42,547.15","40,768.77","14,127.99","31,825.52","43,212.46","31,217.34"
Costa Rica,               A2.  Payments based on output,Sugar,Sugar specific programmes in A2,TOTAL table,CRC mn,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Costa Rica,B.  Payments based on input use,Sugar,,B1+B2+B3,CRC mn,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Costa Rica,                B1.  Variable input use,Sugar,Sugar specific programmes in B1,TOTAL table,CRC mn,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Costa Rica,                B2.  Fixed capital formation,Sugar,Sugar specific programmes in B2,TOTAL table,CRC mn,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Costa Rica,                B3.  On-farm services,Sugar,Sugar specific programmes in B3,TOTAL table,CRC mn,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Costa Rica,"C. Payments based on current A/An/R/I, 
production required, single commodity",Sugar,Sugar specific programmes in C,TOTAL table,CRC mn,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Costa Rica,"D.  Payments based on non-current A/An/R/I, production required",Sugar,Sugar specific programmes in D,TOTAL table,CRC mn,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Costa Rica,IV. % Producer Single Commodity Transfers,Sugar,Sugar specific transfers  / value of receipts from Sugar production,%SCTRS = 100* SCTRS / ( (PPRS*QPRS) + A.2RS + BRS + CRS + DRS),%,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,23.02,10.22,0.09,16.82,0.00,22.18,19.00,17.33,0.00,0.00,0.00,0.00,0.00,6.08,23.80,24.54,33.00,32.71,11.17,24.66,32.79,24.08
Colombia,I.  Level of production   ,Sugar,,MPS table,000 tons,0.00,0.00,0.00,0.00,0.00,0.00,"1,876.92","1,864.88","2,003.60","2,091.41","2,183.20","2,180.58","2,171.68","2,282.55","2,340.93","2,199.71","2,480.81","2,607.16","2,700.21","2,650.35","2,388.74","2,261.89","2,021.49","2,573.40","2,066.29","2,327.74","2,181.21","2,111.94","2,383.17","2,008.66","1,949.28","2,202.69","2,177.24","2,479.40","2,189.03"
Colombia,II.  Value of production (at farm gate)  ,Sugar,,MPS table,COP mn,0.00,0.00,0.00,0.00,0.00,0.00,"497,567.19","612,465.42","809,082.67","985,984.60","1,160,083.04","1,311,135.52","1,608,641.33","1,693,938.72","2,274,496.01","2,258,008.75","2,548,592.51","2,510,232.76","2,318,220.30","2,399,167.43","2,840,723.23","2,144,355.78","2,016,810.93","3,147,874.89","3,198,830.96","3,588,743.49","2,950,126.52","2,613,337.08","3,153,949.20","3,661,830.37","3,624,654.86","3,559,302.33","3,057,301.09","2,715,642.90","3,290,118.18"
Colombia,III. Producer Single Commodity Transfers,Sugar,"Includes Sugar specific programmes in A, B, C and D",A+B+C+D,COP mn,0.00,0.00,0.00,0.00,0.00,0.00,"143,680.83","262,959.39","258,064.85","493,614.81","512,597.10","632,189.62","762,261.91","954,912.71","1,404,027.11","1,108,364.37","1,482,046.89","1,227,179.80","1,052,611.14","1,018,346.09","777,746.77","597,747.93","610,091.55","956,314.09","1,094,061.06","660,646.44","526,152.34","623,637.42","961,248.47","1,346,242.64","603,348.23","276,783.37","359,758.72",0.00,0.00
Colombia,A.  Support based on commodity outputs,Sugar,,A1+A2,COP mn,0.00,0.00,0.00,0.00,0.00,0.00,"143,680.83","262,959.39","258,064.85","493,614.81","512,597.10","632,189.62","762,261.91","954,912.71","1,404,027.11","1,108,364.37","1,482,046.89","1,227,179.80","1,052,611.14","1,018,346.09","777,746.77","597,747.93","610,091.55","956,314.09","1,094,061.06","660,646.44","526,152.34","623,637.42","961,248.47","1,346,242.64","603,348.23","276,783.37","359,758.72",0.00,0.00
Colombia,               A1.  Market Price Support  ,Sugar,MPS for Sugar,TOTAL table,COP mn,0.00,0.00,0.00,0.00,0.00,0.00,"143,680.83","262,959.39","258,064.85","493,614.81","512,597.10","632,189.62","762,261.91","954,912.71","1,404,027.11","1,108,364.37","1,482,046.89","1,227,179.80","1,052,611.14","1,018,346.09","777,746.77","597,747.93","610,091.55","956,314.09","1,094,061.06","660,646.44","526,152.34","623,637.42","961,248.47","1,346,242.64","603,348.23","276,783.37","359,758.72",0.00,0.00
Colombia,               A2.  Payments based on output,Sugar,Sugar specific programmes in A2,TOTAL table,COP mn,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Colombia,B.  Payments based on input use,Sugar,,B1+B2+B3,COP mn,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Colombia,                B1.  Variable input use,Sugar,Sugar specific programmes in B1,TOTAL table,COP mn,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Colombia,                B2.  Fixed capital formation,Sugar,Sugar specific programmes in B2,TOTAL table,COP mn,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Colombia,                B3.  On-farm services,Sugar,Sugar specific programmes in B3,TOTAL table,COP mn,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Colombia,"C. Payments based on current A/An/R/I, 
production required, single commodity",Sugar,Sugar specific programmes in C,TOTAL table,COP mn,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Colombia,"D.  Payments based on non-current A/An/R/I, production required",Sugar,Sugar specific programmes in D,TOTAL table,COP mn,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Colombia,IV. % Producer Single Commodity Transfers,Sugar,Sugar specific transfers  / value of receipts from Sugar production,%SCTRS = 100* SCTRS / ( (PPRS*QPRS) + A.2RS + BRS + CRS + DRS),%,0.00,0.00,0.00,0.00,0.00,0.00,28.88,42.93,31.90,50.06,44.19,48.22,47.39,56.37,61.73,49.09,58.15,48.89,45.41,42.45,27.38,27.88,30.25,30.38,34.20,18.41,17.83,23.86,30.48,36.76,16.65,7.78,11.77,0.00,0.00
Phillipines,I.  Level of production   ,Sugar,,MPS table,000 tons,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"2,122.34","2,170.87","2,141.73","2,397.84","2,557.92","2,291.77","2,434.51","2,223.53","2,660.14","2,293.28","1,792.93","2,837.65","2,639.59","2,458.48","2,502.99","2,292.64","2,625.66","2,928.69","2,473.08","2,071.93","2,439.90"
Phillipines,II.  Value of production (at farm gate)  ,Sugar,,MPS table,PHL mn,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"29,925.05","37,100.21","37,822.93","39,852.06","38,496.72","39,051.72","53,753.99","48,317.30","56,288.53","44,145.68","58,270.12","87,513.18","73,987.69","66,551.11","71,235.04","73,960.69","91,583.04","81,681.15","79,113.89","63,794.70","72,582.15"
Phillipines,III. Producer Single Commodity Transfers,Sugar,"Includes Sugar specific programmes in A, B, C and D",A+B+C+D,PHL mn,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,792.70,"-2,069.87","-3,565.68","-11,142.95",341.06,"7,427.18","16,518.17","19,820.57","25,885.16","19,419.48","36,950.75","25,108.74","25,526.85","20,793.86","30,287.21","20,947.04","30,817.64","31,971.19","44,726.70","31,735.57","29,911.04"
Phillipines,A.  Support based on commodity outputs,Sugar,,A1+A2,PHL mn,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,792.70,"-2,069.87","-3,565.68","-11,142.95",341.06,"7,427.18","16,518.17","19,820.57","25,885.16","19,219.48","36,760.50","25,108.74","25,526.85","20,793.86","30,287.21","20,947.04","30,817.64","31,971.19","44,726.70","31,735.57","29,911.04"
Phillipines,               A1.  Market Price Support  ,Sugar,MPS for Sugar,TOTAL table,PHL mn,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,792.70,"-2,069.87","-3,565.68","-11,142.95",341.06,"7,427.18","16,518.17","19,820.57","25,885.16","19,219.48","36,760.50","25,108.74","25,526.85","20,793.86","30,287.21","20,947.04","30,817.64","31,971.19","44,726.70","31,735.57","29,911.04"
Phillipines,               A2.  Payments based on output,Sugar,Sugar specific programmes in A2,TOTAL table,PHL mn,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Phillipines,B.  Payments based on input use,Sugar,,B1+B2+B3,PHL mn,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,200.00,190.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Phillipines,                B1.  Variable input use,Sugar,Sugar specific programmes in B1,TOTAL table,PHL mn,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Phillipines,                B2.  Fixed capital formation,Sugar,Sugar specific programmes in B2,TOTAL table,PHL mn,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,200.00,190.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Phillipines,                B3.  On-farm services,Sugar,Sugar specific programmes in B3,TOTAL table,PHL mn,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Phillipines,"C. Payments based on current A/An/R/I, 
production required, single commodity",Sugar,Sugar specific programmes in C,TOTAL table,PHL mn,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Phillipines,"D.  Payments based on non-current A/An/R/I, production required",Sugar,Sugar specific programmes in D,TOTAL table,PHL mn,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Phillipines,IV. % Producer Single Commodity Transfers,Sugar,Sugar specific transfers  / value of receipts from Sugar production,%SCTRS = 100* SCTRS / ( (PPRS*QPRS) + A.2RS + BRS + CRS + DRS),%,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.65,-5.58,-9.43,-27.96,0.89,19.02,30.73,41.02,45.99,43.79,63.21,28.69,34.50,31.24,42.52,28.32,33.65,39.14,56.53,49.75,41.21
Argentina,I.  Level of production   ,Beef and veal,,MPS table,000 tons,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"2,711.97","2,469.17","2,719.41","2,719.20","2,489.00","2,525.60","2,663.84","3,031.83","3,147.60","3,036.94","3,223.70","3,131.90","3,376.39","2,625.88","2,497.25","2,595.82","2,821.61","2,674.10","2,726.83","2,644.24","2,844.51","3,066.09","3,135.91","3,266.42"
Argentina,II.  Value of production (at farm gate)  ,Beef and veal,,MPS table,ARS mln,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"4,474.78","4,677.52","3,973.43","4,257.65","3,514.69","6,543.69","9,017.90","10,860.72","12,868.86","13,169.54","15,828.42","17,451.55","20,624.49","31,439.74","38,925.04","43,712.25","52,627.33","76,670.26","94,427.95","132,485.97","159,968.36","215,491.68","365,841.29","583,633.33"
Argentina,III. Producer Single Commodity Transfers,Beef and veal,"Includes Beef and veal specific programmes in A, B, C and D",A+B+C+D,ARS mln,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.40,-4.58,-0.98,-4.04,-15.94,"-3,089.73","-2,216.84","-1,788.01","-1,096.59","-5,760.95","-7,376.76","-17,047.58","-7,576.76","-8,085.22","-12,424.77","-13,890.91","-13,104.67","-13,680.85","2,537.13",53.78,55.52,"-42,515.49","-105,606.06","-148,341.74"
Argentina,A.  Support based on commodity outputs,Beef and veal,,A1+A2,ARS mln,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.40,-4.58,-0.98,-4.04,-15.94,"-3,089.73","-2,216.84","-1,788.01","-1,096.59","-5,763.11","-7,384.55","-17,059.52","-7,597.24","-8,103.72","-12,476.76","-13,990.80","-13,210.59","-13,759.68","2,490.00",0.00,0.00,"-42,561.39","-105,634.29","-148,366.63"
Argentina,               A1.  Market Price Support  ,Beef and veal,MPS for Beef and veal,TOTAL table,ARS mln,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.40,-4.58,-0.98,-4.04,-15.94,"-3,089.73","-2,216.84","-1,788.01","-1,096.59","-5,763.11","-7,384.55","-17,059.52","-7,597.24","-8,103.72","-12,476.76","-13,990.80","-13,210.59","-13,759.68","2,490.00",0.00,0.00,"-42,561.39","-105,634.29","-148,366.63"
Argentina,               A2.  Payments based on output,Beef and veal,Beef and veal specific programmes in A2,TOTAL table,ARS mln,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Argentina,B.  Payments based on input use,Beef and veal,,B1+B2+B3,ARS mln,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.16,7.79,11.94,20.48,18.50,51.99,99.89,105.92,78.82,47.13,53.78,55.52,45.90,28.23,24.89
Argentina,                B1.  Variable input use,Beef and veal,Beef and veal specific programmes in B1,TOTAL table,ARS mln,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.72,2.60,3.98,6.83,6.17,17.33,33.30,35.31,26.27,15.71,17.93,18.51,15.30,9.41,8.30
Argentina,                B2.  Fixed capital formation,Beef and veal,Beef and veal specific programmes in B2,TOTAL table,ARS mln,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.72,2.60,3.98,6.83,6.17,17.33,33.30,35.31,26.27,15.71,17.93,18.51,15.30,9.41,8.30
Argentina,                B3.  On-farm services,Beef and veal,Beef and veal specific programmes in B3,TOTAL table,ARS mln,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.72,2.60,3.98,6.83,6.17,17.33,33.30,35.31,26.27,15.71,17.93,18.51,15.30,9.41,8.30
Argentina,"C. Payments based on current A/An/R/I, 
production required, single commodity",Beef and veal,Beef and veal specific programmes in C,TOTAL table,ARS mln,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Argentina,"D.  Payments based on non-current A/An/R/I, production required",Beef and veal,Beef and veal specific programmes in D,TOTAL table,ARS mln,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Argentina,IV. % Producer Single Commodity Transfers,Beef and veal,Beef and veal specific transfers  / value of receipts from Beef and veal production,%SCTBF = 100* SCTBF / ( (PPBF*QPBF) + A.2BF + BBF + CBF + DBF),%,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.23,-0.10,-0.02,-0.09,-0.45,-47.22,-24.58,-16.46,-8.52,-43.74,-46.58,-97.62,-36.70,-25.70,-31.88,-31.71,-24.85,-17.83,2.69,0.04,0.03,-19.73,-28.86,-25.42
Australia,I.  Level of production   ,Beef and veal,,MPS table,000 tons,"1,541.10","1,611.06","1,524.78","1,698.28","1,783.42","1,818.94","1,861.79","1,881.28","1,939.31","2,000.20","2,139.71","2,165.82","2,317.57","2,193.84","2,314.43","2,257.25","2,246.74","2,180.50","2,301.83","2,234.59","2,402.70","2,368.14","2,387.72","2,424.50","2,406.76","2,693.35","2,879.30","3,597.08","4,040.48","3,602.01","2,985.21","3,295.00","3,619.47","3,749.28","2,831.23"
Australia,II.  Value of production (at farm gate)  ,Beef and veal,,MPS table,AUD mn,"2,825.00","3,047.90","3,190.00","3,861.00","3,869.00","3,802.00","3,839.00","4,433.50","4,213.50","3,576.00","3,597.00","4,138.20","4,476.60","5,048.10","6,430.60","7,142.40","6,411.10","6,658.80","7,828.80","7,684.90","7,987.90","7,352.51","7,682.00","7,268.00","7,823.80","7,784.47","7,725.43","8,788.48","11,530.49","13,467.55","11,981.70","11,859.00","12,827.76","14,978.40","14,140.86"
Australia,III. Producer Single Commodity Transfers,Beef and veal,"Includes Beef and veal specific programmes in A, B, C and D",A+B+C+D,AUD mn,-5.25,-0.56,-0.28,-0.20,-2.86,-1.46,-2.62,-2.17,-2.71,-1.55,-0.70,-1.00,-1.12,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.48,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Australia,A.  Support based on commodity outputs,Beef and veal,,A1+A2,AUD mn,-5.25,-0.56,-0.28,-0.20,-2.86,-1.46,-2.62,-2.17,-2.71,-1.55,-0.70,-1.00,-1.12,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Australia,               A1.  Market Price Support  ,Beef and veal,MPS for Beef and veal,TOTAL table,AUD mn,-5.25,-0.56,-0.28,-0.20,-2.86,-1.46,-2.62,-2.17,-2.71,-1.55,-0.70,-1.00,-1.12,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Australia,               A2.  Payments based on output,Beef and veal,Beef and veal specific programmes in A2,TOTAL table,AUD mn,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Australia,B.  Payments based on input use,Beef and veal,,B1+B2+B3,AUD mn,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.48,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Australia,                B1.  Variable input use,Beef and veal,Beef and veal specific programmes in B1,TOTAL table,AUD mn,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Australia,                B2.  Fixed capital formation,Beef and veal,Beef and veal specific programmes in B2,TOTAL table,AUD mn,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.48,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Australia,                B3.  On-farm services,Beef and veal,Beef and veal specific programmes in B3,TOTAL table,AUD mn,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Australia,"C. Payments based on current A/An/R/I, 
production required, single commodity",Beef and veal,Beef and veal specific programmes in C,TOTAL table,AUD mn,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Australia,"D.  Payments based on non-current A/An/R/I, production required",Beef and veal,Beef and veal specific programmes in D,TOTAL table,AUD mn,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Australia,IV. % Producer Single Commodity Transfers,Beef and veal,Beef and veal specific transfers  / value of receipts from Beef and veal production,%SCTBF = 100* SCTBF / ( (PPBF*QPBF) + A.2BF + BBF + CBF + DBF),%,-0.19,-0.02,-0.01,-0.01,-0.07,-0.04,-0.07,-0.05,-0.06,-0.04,-0.02,-0.02,-0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
