country,Commodity,description,year,unit,value,Currency / Unit
JAMAICA,Poultry meat,Value of Production (at farm gate),2008,JMDmn,16903.75,JMDmn
JAMAICA,Poultry meat,Variable Input Use,2008,JMDmn,24.24,JMDmn
JAMAICA,Sugar,Fixed Capital Formation,2008,JMDmn,0,JMDmn
JAMAICA,Sugar,Level of Production,2008,000t,1652.05,000t
JAMAICA,Sugar,Market Price Support (MPS),2008,JMDmn,598.31,JMDmn
JAMAICA,Sugar,On-farm Services,2008,JMDmn,213.21,JMDmn
JAMAICA,Sugar,Payments Based on Input Use,2008,JMDmn,599.45,JMDmn
JAMAICA,Sugar,Payments Based on Output,2008,JMDmn,65.43,JMDmn
JAMAICA,Sugar,Percentage Producer Single Commodity Transfers (PSCTP),2008,%,25.05,%
JAMAICA,Sugar,Producer Single Commodity Transfers (PSCT),2008,JMDmn,1263.19,JMDmn
JAMAICA,Sugar,Support Based on Commodity Outputs,2008,JMDmn,663.74,JMDmn
JAMAICA,Sugar,Value of Production (at farm gate),2008,JMDmn,4377.93,JMDmn
JAMAICA,Sugar,Variable Input Use,2008,JMDmn,386.24,JMDmn
PARAGUAY,Beef and veal,Fixed Capital Formation,2008,PYGmn,0,PYGmn
PARAGUAY,Beef and veal,Level of Production,2008,000t,290.64,000t
PARAGUAY,Beef and veal,Market Price Support (MPS),2008,PYGmn,0,PYGmn
PARAGUAY,Beef and veal,On-farm Services,2008,PYGmn,0,PYGmn
PARAGUAY,Beef and veal,Payments Based on Input Use,2008,PYGmn,0,PYGmn
PARAGUAY,Beef and veal,"Payments Based on Non-current A/AN/R/I, Production Required",2008,PYGmn,0,PYGmn
PARAGUAY,Beef and veal,Payments Based on Output,2008,PYGmn,0,PYGmn
PARAGUAY,Beef and veal,Percentage Producer Single Commodity Transfers (PSCTP),2008,%,0,%
PARAGUAY,Beef and veal,Producer Single Commodity Transfers (PSCT),2008,PYGmn,0,PYGmn
PARAGUAY,Beef and veal,Support Based on Commodity Outputs,2008,PYGmn,0,PYGmn
PARAGUAY,Beef and veal,Value of Production (at farm gate),2008,PYGmn,2497606.28,PYGmn
PARAGUAY,Beef and veal,Variable Input Use,2008,PYGmn,0,PYGmn
PARAGUAY,Pig meat,Fixed Capital Formation,2008,PYGmn,0,PYGmn
PARAGUAY,Pig meat,Level of Production,2008,000t,13.27,000t
PARAGUAY,Pig meat,Market Price Support (MPS),2008,PYGmn,0,PYGmn
PARAGUAY,Pig meat,On-farm Services,2008,PYGmn,0,PYGmn
PARAGUAY,Pig meat,"Payments Based on Current A/AN/R/I, Production Required",2008,PYGmn,0,PYGmn
PARAGUAY,Pig meat,Payments Based on Input Use,2008,PYGmn,0,PYGmn
PARAGUAY,Pig meat,"Payments Based on Non-current A/AN/R/I, Production Required",2008,PYGmn,0,PYGmn
PARAGUAY,Pig meat,Payments Based on Output,2008,PYGmn,0,PYGmn
PARAGUAY,Pig meat,Percentage Producer Single Commodity Transfers (PSCTP),2008,%,0,%
PARAGUAY,Pig meat,Producer Single Commodity Transfers (PSCT),2008,PYGmn,0,PYGmn
PARAGUAY,Pig meat,Support Based on Commodity Outputs,2008,PYGmn,0,PYGmn
PARAGUAY,Pig meat,Value of Production (at farm gate),2008,PYGmn,75478.31,PYGmn
PARAGUAY,Pig meat,Variable Input Use,2008,PYGmn,0,PYGmn
SURINAME,Beef and veal,Level of Production,2008,000t,1.73,000t
SURINAME,Beef and veal,Market Price Support (MPS),2008,SRDmn,6.12,SRDmn
SURINAME,Beef and veal,On-farm Services,2008,SRDmn,0,SRDmn
SURINAME,Beef and veal,"Payments Based on Current A/AN/R/I, Production Required",2008,SRDmn,0,SRDmn
SURINAME,Beef and veal,Payments Based on Input Use,2008,SRDmn,0,SRDmn
SURINAME,Beef and veal,Percentage Producer Single Commodity Transfers (PSCTP),2008,%,34.54,%
SURINAME,Beef and veal,Producer Single Commodity Transfers (PSCT),2008,SRDmn,6.12,SRDmn
SURINAME,Beef and veal,Support Based on Commodity Outputs,2008,SRDmn,6.12,SRDmn
SURINAME,Beef and veal,Value of Production (at farm gate),2008,SRDmn,17.73,SRDmn
SURINAME,Beef and veal,Variable Input Use,2008,SRDmn,0,SRDmn
SURINAME,Pig meat,Level of Production,2008,000t,1.55,000t
SURINAME,Pig meat,Market Price Support (MPS),2008,SRDmn,14.14,SRDmn
SURINAME,Pig meat,On-farm Services,2008,SRDmn,0,SRDmn
SURINAME,Pig meat,"Payments Based on Current A/AN/R/I, Production Required",2008,SRDmn,0,SRDmn
SURINAME,Pig meat,Payments Based on Input Use,2008,SRDmn,0,SRDmn
SURINAME,Pig meat,Percentage Producer Single Commodity Transfers (PSCTP),2008,%,75.63,%
SURINAME,Pig meat,Producer Single Commodity Transfers (PSCT),2008,SRDmn,14.14,SRDmn
SURINAME,Pig meat,Support Based on Commodity Outputs,2008,SRDmn,14.14,SRDmn
SURINAME,Pig meat,Value of Production (at farm gate),2008,SRDmn,18.69,SRDmn
SURINAME,Pig meat,Variable Input Use,2008,SRDmn,0,SRDmn
SURINAME,Poultry meat,Level of Production,2008,000t,8.83,000t
SURINAME,Poultry meat,Market Price Support (MPS),2008,SRDmn,16.62,SRDmn
SURINAME,Poultry meat,On-farm Services,2008,SRDmn,0,SRDmn
SURINAME,Poultry meat,"Payments Based on Current A/AN/R/I, Production Required",2008,SRDmn,0,SRDmn
SURINAME,Poultry meat,Payments Based on Input Use,2008,SRDmn,0,SRDmn
SURINAME,Poultry meat,Percentage Producer Single Commodity Transfers (PSCTP),2008,%,20.58,%
SURINAME,Poultry meat,Producer Single Commodity Transfers (PSCT),2008,SRDmn,16.62,SRDmn
SURINAME,Poultry meat,Support Based on Commodity Outputs,2008,SRDmn,16.62,SRDmn
SURINAME,Poultry meat,Value of Production (at farm gate),2008,SRDmn,80.76,SRDmn
SURINAME,Poultry meat,Variable Input Use,2008,SRDmn,0,SRDmn
BOLIVIA,Beef and veal,Fixed Capital Formation,2009,BOBmn,0.13,BOBmn
BOLIVIA,Beef and veal,Level of Production,2009,000t,202.03,000t
BOLIVIA,Beef and veal,Market Price Support (MPS),2009,BOBmn,-4603.56,BOBmn
BOLIVIA,Beef and veal,On-farm Services,2009,BOBmn,0.13,BOBmn
BOLIVIA,Beef and veal,Payments Based on Input Use,2009,BOBmn,0.54,BOBmn
BOLIVIA,Beef and veal,Payments Based on Output,2009,BOBmn,0,BOBmn
BOLIVIA,Beef and veal,Percentage Producer Single Commodity Transfers (PSCTP),2009,%,-287.36,%
BOLIVIA,Beef and veal,Producer Single Commodity Transfers (PSCT),2009,BOBmn,-4602.78,BOBmn
BOLIVIA,Beef and veal,Support Based on Commodity Outputs,2009,BOBmn,-4603.56,BOBmn
BOLIVIA,Beef and veal,Value of Production (at farm gate),2009,BOBmn,1600.99,BOBmn
BOLIVIA,Beef and veal,Variable Input Use,2009,BOBmn,0.28,BOBmn
BOLIVIA,Pig meat,Fixed Capital Formation,2009,BOBmn,0,BOBmn
BOLIVIA,Pig meat,Level of Production,2009,000t,80.76,000t
BOLIVIA,Pig meat,Market Price Support (MPS),2009,BOBmn,-674.93,BOBmn
BOLIVIA,Pig meat,On-farm Services,2009,BOBmn,0,BOBmn
BOLIVIA,Pig meat,Payments Based on Input Use,2009,BOBmn,0,BOBmn
BOLIVIA,Pig meat,Payments Based on Output,2009,BOBmn,0,BOBmn
BOLIVIA,Pig meat,Percentage Producer Single Commodity Transfers (PSCTP),2009,%,-150.9,%
BOLIVIA,Pig meat,Producer Single Commodity Transfers (PSCT),2009,BOBmn,-674.93,BOBmn
BOLIVIA,Pig meat,Support Based on Commodity Outputs,2009,BOBmn,-674.93,BOBmn
BOLIVIA,Pig meat,Value of Production (at farm gate),2009,BOBmn,447.26,BOBmn
BOLIVIA,Pig meat,Variable Input Use,2009,BOBmn,0,BOBmn
BOLIVIA,Poultry meat,Fixed Capital Formation,2009,BOBmn,0.11,BOBmn
BOLIVIA,Poultry meat,Level of Production,2009,000t,185.46,000t
BOLIVIA,Poultry meat,Market Price Support (MPS),2009,BOBmn,-838.82,BOBmn
BOLIVIA,Poultry meat,On-farm Services,2009,BOBmn,0.17,BOBmn
BOLIVIA,Poultry meat,Payments Based on Input Use,2009,BOBmn,0.42,BOBmn
BOLIVIA,Poultry meat,Payments Based on Output,2009,BOBmn,0,BOBmn
BOLIVIA,Poultry meat,Percentage Producer Single Commodity Transfers (PSCTP),2009,%,-60.91,%
BOLIVIA,Poultry meat,Producer Single Commodity Transfers (PSCT),2009,BOBmn,-838.4,BOBmn
BOLIVIA,Poultry meat,Support Based on Commodity Outputs,2009,BOBmn,-838.82,BOBmn
BOLIVIA,Poultry meat,Value of Production (at farm gate),2009,BOBmn,1376.11,BOBmn
BOLIVIA,Poultry meat,Variable Input Use,2009,BOBmn,0.14,BOBmn
BOLIVIA,Sugar,Fixed Capital Formation,2009,BOBmn,0,BOBmn
BOLIVIA,Sugar,Level of Production,2009,000t,664.1,000t
BOLIVIA,Sugar,Market Price Support (MPS),2009,BOBmn,-454.51,BOBmn
BOLIVIA,Sugar,On-farm Services,2009,BOBmn,0.09,BOBmn
BOLIVIA,Sugar,Payments Based on Input Use,2009,BOBmn,0.09,BOBmn
BOLIVIA,Sugar,Payments Based on Output,2009,BOBmn,0,BOBmn
BOLIVIA,Sugar,Percentage Producer Single Commodity Transfers (PSCTP),2009,%,-42.61,%
BOLIVIA,Sugar,Producer Single Commodity Transfers (PSCT),2009,BOBmn,-454.42,BOBmn
BOLIVIA,Sugar,Support Based on Commodity Outputs,2009,BOBmn,-454.51,BOBmn
BOLIVIA,Sugar,Value of Production (at farm gate),2009,BOBmn,1066.3,BOBmn
DOMINICAN REPUBLIC,Beef and veal,Fixed Capital Formation,2009,DOPmn,0,DOPmn
DOMINICAN REPUBLIC,Beef and veal,Level of Production,2009,000t,101.76,000t
DOMINICAN REPUBLIC,Beef and veal,Market Price Support (MPS),2009,DOPmn,7029.75,DOPmn
DOMINICAN REPUBLIC,Beef and veal,On-farm Services,2009,DOPmn,0,DOPmn
DOMINICAN REPUBLIC,Beef and veal,"Payments Based on Current A/AN/R/I, Production Required",2009,DOPmn,0,DOPmn
DOMINICAN REPUBLIC,Beef and veal,Payments Based on Input Use,2009,DOPmn,0,DOPmn
DOMINICAN REPUBLIC,Beef and veal,"Payments Based on Non-current A/AN/R/I, Production Required",2009,DOPmn,0,DOPmn
DOMINICAN REPUBLIC,Beef and veal,Payments Based on Output,2009,DOPmn,0,DOPmn
DOMINICAN REPUBLIC,Beef and veal,Percentage Producer Single Commodity Transfers (PSCTP),2009,%,40.34,%
DOMINICAN REPUBLIC,Beef and veal,Producer Single Commodity Transfers (PSCT),2009,DOPmn,7029.75,DOPmn
DOMINICAN REPUBLIC,Beef and veal,Support Based on Commodity Outputs,2009,DOPmn,7029.75,DOPmn
DOMINICAN REPUBLIC,Beef and veal,Value of Production (at farm gate),2009,DOPmn,17427.85,DOPmn
DOMINICAN REPUBLIC,Beef and veal,Variable Input Use,2009,DOPmn,0,DOPmn
DOMINICAN REPUBLIC,Pig meat,Fixed Capital Formation,2009,DOPmn,0,DOPmn
DOMINICAN REPUBLIC,Pig meat,Level of Production,2009,000t,65.04,000t
DOMINICAN REPUBLIC,Pig meat,Market Price Support (MPS),2009,DOPmn,2170.66,DOPmn
DOMINICAN REPUBLIC,Pig meat,On-farm Services,2009,DOPmn,0,DOPmn
DOMINICAN REPUBLIC,Pig meat,"Payments Based on Current A/AN/R/I, Production Required",2009,DOPmn,0,DOPmn
DOMINICAN REPUBLIC,Pig meat,Payments Based on Input Use,2009,DOPmn,0,DOPmn
DOMINICAN REPUBLIC,Pig meat,"Payments Based on Non-current A/AN/R/I, Production Required",2009,DOPmn,0,DOPmn
DOMINICAN REPUBLIC,Pig meat,Payments Based on Output,2009,DOPmn,0,DOPmn
DOMINICAN REPUBLIC,Pig meat,Percentage Producer Single Commodity Transfers (PSCTP),2009,%,42.92,%
DOMINICAN REPUBLIC,Pig meat,Producer Single Commodity Transfers (PSCT),2009,DOPmn,2170.66,DOPmn
DOMINICAN REPUBLIC,Pig meat,Support Based on Commodity Outputs,2009,DOPmn,2170.66,DOPmn
DOMINICAN REPUBLIC,Pig meat,Value of Production (at farm gate),2009,DOPmn,5057.96,DOPmn
DOMINICAN REPUBLIC,Pig meat,Variable Input Use,2009,DOPmn,0,DOPmn
DOMINICAN REPUBLIC,Poultry meat,Fixed Capital Formation,2009,DOPmn,0,DOPmn
DOMINICAN REPUBLIC,Poultry meat,Level of Production,2009,000t,130.32,000t
DOMINICAN REPUBLIC,Poultry meat,Market Price Support (MPS),2009,DOPmn,9507.43,DOPmn
DOMINICAN REPUBLIC,Poultry meat,On-farm Services,2009,DOPmn,0,DOPmn
DOMINICAN REPUBLIC,Poultry meat,"Payments Based on Current A/AN/R/I, Production Required",2009,DOPmn,0,DOPmn
DOMINICAN REPUBLIC,Poultry meat,Payments Based on Input Use,2009,DOPmn,0,DOPmn
DOMINICAN REPUBLIC,Poultry meat,"Payments Based on Non-current A/AN/R/I, Production Required",2009,DOPmn,0,DOPmn
DOMINICAN REPUBLIC,Poultry meat,Payments Based on Output,2009,DOPmn,0,DOPmn
DOMINICAN REPUBLIC,Poultry meat,Percentage Producer Single Commodity Transfers (PSCTP),2009,%,78.52,%
DOMINICAN REPUBLIC,Poultry meat,Producer Single Commodity Transfers (PSCT),2009,DOPmn,9507.43,DOPmn
DOMINICAN REPUBLIC,Poultry meat,Support Based on Commodity Outputs,2009,DOPmn,9507.43,DOPmn
DOMINICAN REPUBLIC,Poultry meat,Value of Production (at farm gate),2009,DOPmn,12107.56,DOPmn
DOMINICAN REPUBLIC,Poultry meat,Variable Input Use,2009,DOPmn,0,DOPmn
DOMINICAN REPUBLIC,Sugar,Fixed Capital Formation,2009,DOPmn,0,DOPmn
DOMINICAN REPUBLIC,Sugar,Level of Production,2009,000t,518.78,000t
DOMINICAN REPUBLIC,Sugar,Market Price Support (MPS),2009,DOPmn,2127.53,DOPmn
DOMINICAN REPUBLIC,Sugar,On-farm Services,2009,DOPmn,0,DOPmn
DOMINICAN REPUBLIC,Sugar,"Payments Based on Current A/AN/R/I, Production Required",2009,DOPmn,0,DOPmn
DOMINICAN REPUBLIC,Sugar,Payments Based on Input Use,2009,DOPmn,0,DOPmn
DOMINICAN REPUBLIC,Sugar,"Payments Based on Non-current A/AN/R/I, Production Required",2009,DOPmn,0,DOPmn
DOMINICAN REPUBLIC,Sugar,Payments Based on Output,2009,DOPmn,0,DOPmn
DOMINICAN REPUBLIC,Sugar,Percentage Producer Single Commodity Transfers (PSCTP),2009,%,30.07,%
DOMINICAN REPUBLIC,Sugar,Producer Single Commodity Transfers (PSCT),2009,DOPmn,2127.53,DOPmn
DOMINICAN REPUBLIC,Sugar,Support Based on Commodity Outputs,2009,DOPmn,2127.53,DOPmn
DOMINICAN REPUBLIC,Sugar,Value of Production (at farm gate),2009,DOPmn,7074.25,DOPmn
DOMINICAN REPUBLIC,Sugar,Variable Input Use,2009,DOPmn,0,DOPmn
ECUADOR,Beef and veal,Fixed Capital Formation,2009,USDmn,0,USDmn
ECUADOR,Beef and veal,Level of Production,2009,000t,323.66,000t
ECUADOR,Beef and veal,Market Price Support (MPS),2009,USDmn,75.56,USDmn
ECUADOR,Beef and veal,On-farm Services,2009,USDmn,0,USDmn
ECUADOR,Beef and veal,"Payments Based on Current A/AN/R/I, Production Required",2009,USDmn,0,USDmn
ECUADOR,Beef and veal,Payments Based on Input Use,2009,USDmn,0,USDmn
ECUADOR,Beef and veal,"Payments Based on Non-current A/AN/R/I, Production Required",2009,USDmn,0,USDmn
ECUADOR,Beef and veal,Payments Based on Output,2009,USDmn,0,USDmn
ECUADOR,Beef and veal,Percentage Producer Single Commodity Transfers (PSCTP),2009,%,17.72,%
ECUADOR,Beef and veal,Producer Single Commodity Transfers (PSCT),2009,USDmn,75.56,USDmn
ECUADOR,Beef and veal,Support Based on Commodity Outputs,2009,USDmn,75.56,USDmn
ECUADOR,Beef and veal,Value of Production (at farm gate),2009,USDmn,426.49,USDmn
ECUADOR,Beef and veal,Variable Input Use,2009,USDmn,0,USDmn
ECUADOR,Pig meat,Fixed Capital Formation,2009,USDmn,0,USDmn
ECUADOR,Pig meat,Level of Production,2009,000t,134.51,000t
ECUADOR,Pig meat,Market Price Support (MPS),2009,USDmn,160.34,USDmn
ECUADOR,Pig meat,On-farm Services,2009,USDmn,0,USDmn
ECUADOR,Pig meat,"Payments Based on Current A/AN/R/I, Production Required",2009,USDmn,0,USDmn
ECUADOR,Pig meat,Payments Based on Input Use,2009,USDmn,0,USDmn
ECUADOR,Pig meat,"Payments Based on Non-current A/AN/R/I, Production Required",2009,USDmn,0,USDmn
ECUADOR,Pig meat,Payments Based on Output,2009,USDmn,0,USDmn
ECUADOR,Pig meat,Percentage Producer Single Commodity Transfers (PSCTP),2009,%,39.87,%
ECUADOR,Pig meat,Producer Single Commodity Transfers (PSCT),2009,USDmn,160.34,USDmn
ECUADOR,Pig meat,Support Based on Commodity Outputs,2009,USDmn,160.34,USDmn
ECUADOR,Pig meat,Value of Production (at farm gate),2009,USDmn,402.2,USDmn
ECUADOR,Pig meat,Variable Input Use,2009,USDmn,0,USDmn
EL SALVADOR,Beef and veal,Fixed Capital Formation,2009,SVCmn,0,SVCmn
EL SALVADOR,Beef and veal,Level of Production,2009,000t,31.03,000t
EL SALVADOR,Beef and veal,Market Price Support (MPS),2009,SVCmn,14.85,SVCmn
EL SALVADOR,Beef and veal,On-farm Services,2009,SVCmn,0,SVCmn
EL SALVADOR,Beef and veal,"Payments Based on Current A/AN/R/I, Production Required",2009,SVCmn,0,SVCmn
EL SALVADOR,Beef and veal,Payments Based on Input Use,2009,SVCmn,0,SVCmn
EL SALVADOR,Beef and veal,"Payments Based on Non-current A/AN/R/I, Production Required",2009,SVCmn,0,SVCmn
EL SALVADOR,Beef and veal,Payments Based on Output,2009,SVCmn,0,SVCmn
EL SALVADOR,Beef and veal,Percentage Producer Single Commodity Transfers (PSCTP),2009,%,17.21,%
EL SALVADOR,Beef and veal,Producer Single Commodity Transfers (PSCT),2009,SVCmn,14.85,SVCmn
EL SALVADOR,Beef and veal,Support Based on Commodity Outputs,2009,SVCmn,14.85,SVCmn
EL SALVADOR,Beef and veal,Value of Production (at farm gate),2009,SVCmn,86.27,SVCmn
EL SALVADOR,Beef and veal,Variable Input Use,2009,SVCmn,0,SVCmn
EL SALVADOR,Pig meat,Fixed Capital Formation,2009,SVCmn,0,SVCmn
EL SALVADOR,Pig meat,Level of Production,2009,000t,8.29,000t
EL SALVADOR,Pig meat,Market Price Support (MPS),2009,SVCmn,12.17,SVCmn
EL SALVADOR,Pig meat,On-farm Services,2009,SVCmn,0,SVCmn
EL SALVADOR,Pig meat,"Payments Based on Current A/AN/R/I, Production Required",2009,SVCmn,0,SVCmn
EL SALVADOR,Pig meat,Payments Based on Input Use,2009,SVCmn,0,SVCmn
EL SALVADOR,Pig meat,"Payments Based on Non-current A/AN/R/I, Production Required",2009,SVCmn,0,SVCmn
EL SALVADOR,Pig meat,Payments Based on Output,2009,SVCmn,0,SVCmn
EL SALVADOR,Pig meat,Percentage Producer Single Commodity Transfers (PSCTP),2009,%,40.93,%
EL SALVADOR,Pig meat,Producer Single Commodity Transfers (PSCT),2009,SVCmn,12.17,SVCmn
EL SALVADOR,Pig meat,Support Based on Commodity Outputs,2009,SVCmn,12.17,SVCmn
EL SALVADOR,Pig meat,Value of Production (at farm gate),2009,SVCmn,29.73,SVCmn
EL SALVADOR,Pig meat,Variable Input Use,2009,SVCmn,0,SVCmn
EL SALVADOR,Poultry meat,Fixed Capital Formation,2009,SVCmn,0,SVCmn
EL SALVADOR,Poultry meat,Level of Production,2009,000t,97.52,000t
EL SALVADOR,Poultry meat,Market Price Support (MPS),2009,SVCmn,28.45,SVCmn
EL SALVADOR,Poultry meat,On-farm Services,2009,SVCmn,0,SVCmn
EL SALVADOR,Poultry meat,"Payments Based on Current A/AN/R/I, Production Required",2009,SVCmn,0,SVCmn
EL SALVADOR,Poultry meat,Payments Based on Input Use,2009,SVCmn,0,SVCmn
EL SALVADOR,Poultry meat,"Payments Based on Non-current A/AN/R/I, Production Required",2009,SVCmn,0,SVCmn
EL SALVADOR,Poultry meat,Payments Based on Output,2009,SVCmn,0,SVCmn
EL SALVADOR,Poultry meat,Percentage Producer Single Commodity Transfers (PSCTP),2009,%,12.48,%
EL SALVADOR,Poultry meat,Producer Single Commodity Transfers (PSCT),2009,SVCmn,28.45,SVCmn
EL SALVADOR,Poultry meat,Support Based on Commodity Outputs,2009,SVCmn,28.45,SVCmn
EL SALVADOR,Poultry meat,Value of Production (at farm gate),2009,SVCmn,227.9,SVCmn
EL SALVADOR,Poultry meat,Variable Input Use,2009,SVCmn,0,SVCmn
EL SALVADOR,Sugar,Fixed Capital Formation,2009,SVCmn,0,SVCmn
EL SALVADOR,Sugar,Level of Production,2009,000t,587.28,000t
EL SALVADOR,Sugar,Market Price Support (MPS),2009,SVCmn,42.75,SVCmn
EL SALVADOR,Sugar,On-farm Services,2009,SVCmn,0,SVCmn
EL SALVADOR,Sugar,"Payments Based on Current A/AN/R/I, Production Required",2009,SVCmn,0,SVCmn
EL SALVADOR,Sugar,Payments Based on Input Use,2009,SVCmn,0,SVCmn
EL SALVADOR,Sugar,"Payments Based on Non-current A/AN/R/I, Production Required",2009,SVCmn,0,SVCmn
EL SALVADOR,Sugar,Payments Based on Output,2009,SVCmn,0,SVCmn
EL SALVADOR,Sugar,Percentage Producer Single Commodity Transfers (PSCTP),2009,%,29.25,%
EL SALVADOR,Sugar,Producer Single Commodity Transfers (PSCT),2009,SVCmn,42.75,SVCmn
EL SALVADOR,Sugar,Support Based on Commodity Outputs,2009,SVCmn,42.75,SVCmn
EL SALVADOR,Sugar,Value of Production (at farm gate),2009,SVCmn,146.18,SVCmn
EL SALVADOR,Sugar,Variable Input Use,2009,SVCmn,0,SVCmn
GUATEMALA,Beef and veal,Level of Production,2009,000t,152.84,000t
GUATEMALA,Beef and veal,Market Price Support (MPS),2009,GTQmn,-97.41,GTQmn
GUATEMALA,Beef and veal,Payments Based on Input Use,2009,GTQmn,0,GTQmn
GUATEMALA,Beef and veal,Payments Based on Output,2009,GTQmn,0,GTQmn
GUATEMALA,Beef and veal,Percentage Producer Single Commodity Transfers (PSCTP),2009,%,-3.67,%
GUATEMALA,Beef and veal,Producer Single Commodity Transfers (PSCT),2009,GTQmn,-97.41,GTQmn
GUATEMALA,Beef and veal,Support Based on Commodity Outputs,2009,GTQmn,-97.41,GTQmn
GUATEMALA,Beef and veal,Value of Production (at farm gate),2009,GTQmn,2652.4,GTQmn
GUATEMALA,Pig meat,Level of Production,2009,000t,30.65,000t
GUATEMALA,Pig meat,Market Price Support (MPS),2009,GTQmn,230.03,GTQmn
GUATEMALA,Pig meat,Payments Based on Input Use,2009,GTQmn,0,GTQmn
GUATEMALA,Pig meat,Payments Based on Output,2009,GTQmn,0,GTQmn
GUATEMALA,Pig meat,Percentage Producer Single Commodity Transfers (PSCTP),2009,%,41.35,%
GUATEMALA,Pig meat,Producer Single Commodity Transfers (PSCT),2009,GTQmn,230.03,GTQmn
GUATEMALA,Pig meat,Support Based on Commodity Outputs,2009,GTQmn,230.03,GTQmn
GUATEMALA,Pig meat,Value of Production (at farm gate),2009,GTQmn,556.3,GTQmn
GUATEMALA,Poultry meat,Level of Production,2009,000t,186.54,000t
GUATEMALA,Poultry meat,Market Price Support (MPS),2009,GTQmn,2033.93,GTQmn
GUATEMALA,Poultry meat,Payments Based on Input Use,2009,GTQmn,0,GTQmn
GUATEMALA,Poultry meat,Payments Based on Output,2009,GTQmn,0,GTQmn
GUATEMALA,Poultry meat,Percentage Producer Single Commodity Transfers (PSCTP),2009,%,46.81,%
GUATEMALA,Poultry meat,Producer Single Commodity Transfers (PSCT),2009,GTQmn,2033.93,GTQmn
GUATEMALA,Poultry meat,Support Based on Commodity Outputs,2009,GTQmn,2033.93,GTQmn
GUATEMALA,Poultry meat,Value of Production (at farm gate),2009,GTQmn,4345.47,GTQmn
GUATEMALA,Sugar,Level of Production,2009,000t,1627.19,000t
GUATEMALA,Sugar,Market Price Support (MPS),2009,GTQmn,558.46,GTQmn
GUATEMALA,Sugar,Payments Based on Input Use,2009,GTQmn,0,GTQmn
GUATEMALA,Sugar,Payments Based on Output,2009,GTQmn,0,GTQmn
GUATEMALA,Sugar,Percentage Producer Single Commodity Transfers (PSCTP),2009,%,19.32,%
GUATEMALA,Sugar,Producer Single Commodity Transfers (PSCT),2009,GTQmn,558.46,GTQmn
GUATEMALA,Sugar,Support Based on Commodity Outputs,2009,GTQmn,558.46,GTQmn
GUATEMALA,Sugar,Value of Production (at farm gate),2009,GTQmn,2891,GTQmn
HAITI,Beef and veal,Level of Production,2009,000t,43.5,000t
HAITI,Beef and veal,Market Price Support (MPS),2009,HTGmn,1717.39,HTGmn
HAITI,Beef and veal,"Payments Based on Current A/AN/R/I, Production Required",2009,HTGmn,0,HTGmn
HAITI,Beef and veal,Payments Based on Input Use,2009,HTGmn,0,HTGmn
HAITI,Beef and veal,Percentage Producer Single Commodity Transfers (PSCTP),2009,%,1.54,%
HAITI,Beef and veal,Producer Single Commodity Transfers (PSCT),2009,HTGmn,1717.39,HTGmn
HAITI,Beef and veal,Support Based on Commodity Outputs,2009,HTGmn,1717.39,HTGmn
HAITI,Beef and veal,Value of Production (at farm gate),2009,HTGmn,4841.11,HTGmn
JAMAICA,Beef and veal,Fixed Capital Formation,2009,JMDmn,0,JMDmn
JAMAICA,Beef and veal,Level of Production,2009,000t,5.43,000t
JAMAICA,Beef and veal,Market Price Support (MPS),2009,JMDmn,170.14,JMDmn
JAMAICA,Beef and veal,Payments Based on Input Use,2009,JMDmn,2.94,JMDmn
JAMAICA,Beef and veal,Payments Based on Output,2009,JMDmn,0,JMDmn
JAMAICA,Beef and veal,Percentage Producer Single Commodity Transfers (PSCTP),2009,%,9.77,%
JAMAICA,Beef and veal,Producer Single Commodity Transfers (PSCT),2009,JMDmn,193.01,JMDmn
JAMAICA,Beef and veal,Support Based on Commodity Outputs,2009,JMDmn,190.08,JMDmn
JAMAICA,Beef and veal,Value of Production (at farm gate),2009,JMDmn,1953.36,JMDmn
JAMAICA,Beef and veal,Variable Input Use,2009,JMDmn,2.94,JMDmn
JAMAICA,Pig meat,Fixed Capital Formation,2009,JMDmn,0,JMDmn
JAMAICA,Pig meat,Level of Production,2009,000t,8.96,000t
JAMAICA,Pig meat,Market Price Support (MPS),2009,JMDmn,0,JMDmn
JAMAICA,Pig meat,Payments Based on Input Use,2009,JMDmn,1.94,JMDmn
JAMAICA,Pig meat,Payments Based on Output,2009,JMDmn,0,JMDmn
JAMAICA,Pig meat,Percentage Producer Single Commodity Transfers (PSCTP),2009,%,2.42,%
JAMAICA,Pig meat,Producer Single Commodity Transfers (PSCT),2009,JMDmn,35.73,JMDmn
JAMAICA,Pig meat,Support Based on Commodity Outputs,2009,JMDmn,33.79,JMDmn
JAMAICA,Pig meat,Value of Production (at farm gate),2009,JMDmn,1438.65,JMDmn
JAMAICA,Pig meat,Variable Input Use,2009,JMDmn,1.94,JMDmn
JAMAICA,Poultry meat,Fixed Capital Formation,2009,JMDmn,0,JMDmn
JAMAICA,Poultry meat,Level of Production,2009,000t,104.5,000t
JAMAICA,Poultry meat,Market Price Support (MPS),2009,JMDmn,9061.71,JMDmn
JAMAICA,Poultry meat,On-farm Services,2009,JMDmn,0,JMDmn
JAMAICA,Poultry meat,Payments Based on Input Use,2009,JMDmn,21.6,JMDmn
JAMAICA,Poultry meat,Payments Based on Output,2009,JMDmn,0,JMDmn
